Timestamp,Year,Gender,Age,Nationality,Current Country of Residence,Current State of Residence,Current City of Residence,Highest Level of Education,Name of Highest Degree Obtained,Name of School or University,Is your Education Background related to your current job?,Did you go through a bootcamp to learn technical skills?,"Professional Certification (Eg. CCNA, CEH, GCP Cloud Associate)",Name of Bootcamp Course,Name of Professional Certification(s),Job Title,What is your currency code?,What is your current monthly base salary?,What is your current bonus compensation per year?,What is your current equity (stock) compensation per year?,How many days of annual leave are you entitled to?,Company Benefits,What technologies do you use for work on a regular basis?,Company Location,Company Industry,What is the size of your company?,What is the size of your tech team?,What's the name of your company? [Optional],Satisfaction Level of Current Job,Years of Experience,Number of past employments/jobs (excluding the current one),What was your starting monthly salary?,Indicate in 3-character currency code for starting monthly salary
26/07/2021 22:58:16,2021,Male,38,Malaysian,Malaysia,Selangor,Ampang,Undergraduate Degree,Electrical & Electronic Engineering,Malaysia Multimedia University,Yes,No,No,,,Software Developer,MYR,7000.00,0.00,0,14,Remote Work,"PHP, Laravel, MySQL, jQuery",Kuala Lumpur,Dating,11-50 employees,2 - 10 people,,10,7,5,1500,
26/07/2021 23:01:16,2021,Male,24,Malaysian,Malaysia,Selangor,Shah Alam,Undergraduate Degree,Computer Science,University Teknikal Malaysia Melaka,Yes,No,No,,,Software Engineer,MYR,2800.00,Confidential,,14,"Health Insurance, Dental Insurance, Free Breakfast, Free Lunch, Free Dinner, Free Snacks, Free Drinks, Learning and Development, Company Laptop, Phone Bill Reimbursement",PHP,"Selangor, Malaysia",Financial Services,51-200 employees,51 - 200 people,,4,2,1,1500,
27/07/2021 01:51:05,2021,Female,26,Malaysian,Malaysia,Selangor,Petaling Jaya,Undergraduate Degree,Information Technology,University Putra Malaysia,Yes,No,No,,,Software Developer,MYR,5000.00,0.00,0,18,"Health Insurance, Life Insurance, Dental Insurance, Maternity Leave, Free Breakfast, Remote Work, Learning and Development, Company Laptop",.net,Bukit Jalil,"Professional Services (Law, Consulting, etc.)",201-1000 employees,2 - 10 people,,6,3y,3,1500,
26/07/2021 22:09:11,2021,Male,38,Malaysian,Malaysia,Selangor,Shah Alam,Undergraduate Degree,Information Technology,MARA Technology University,Yes,No,Yes,,Aws certified solution architect,Cloud architect,MYR,18000.00,"540,000.00",0,22,"Health Insurance, Life Insurance, Maternity Leave, Paternity Leave, Sick Time (Unlimited), Remote Work, Learning and Development, Transport Allowance, Company Laptop, Phone Bill Reimbursement","Cloud, docker","KL, malaysia",Financial Services,"1,001-10,000 employees",51 - 200 people,,7,14,7,1500,
18/01/2022 10:37:30,2022,Male,39,Malaysian,Malaysia,Kuala Lumpur,Kuala Lumpur City Centre,Undergraduate Degree,Business Management,University of Ballarat,No,No,No,,,Lead Devops Engineer,MYR,17000.00,"51,000.00",0,14,"Health Insurance, Remote Work, Company Laptop","Java, NodeJS, AWS",Kuala Lumpur,Provide Software Development Service to all industries,11-50 employees,11 - 50 people,,8,15,5,1600,
18/01/2022 19:48:16,2022,Female,29,Malaysian,Malaysia,Johor,Johor Bahru,Undergraduate Degree,Computer Science,Malaysia Multimedia University,Yes,No,No,,,Software Developer,MYR,5000.00,"5,000.00",,16,"Dental Claim, Maternity Leave, Free Snacks, Remote Work, Company Laptop","Php, Javascript",Singapore,Healthcare,11-50 employees,11 - 50 people,,8,3,2,1600,
26/07/2021 20:17:40,2021,Female,22,Malaysian,Malaysia,Kuala Lumpur,Cheras,Undergraduate Degree,Information Technology,Tunku Abdul Rahman University College,Yes,No,Yes,,CCNA,Software Developer,MYR,3000.00,0.00,0,4,"Vacation/Personal Days, Learning and Development, Tuition Reimbursement, Student Load Repayment Plan","JSON, ASP.NET","Selangor, Malaysia",Retail / ecommerce,11-50 employees,2 - 10 people,,10,0,3,1600,
26/07/2021 22:30:27,2021,Male,23,Malaysian,Malaysia,Selangor,Puchong,Undergraduate Degree,Computer Science,Asia Pacific University,Yes,No,No,,,Software Developer,MYR,7400.00,0.00,6000,15,"Maternity Leave, Paternity Leave, Remote Work, Learning and Development, Company Laptop","django, jquery","Selangor, Malaysia",Financial Services,1-10 employees,2 - 10 people,,8,4,4,1600,
27/07/2021 00:58:44,2021,Male,33,Malaysian,Malaysia,Kuala Lumpur,Kuala Lumpur City Centre,Diploma,Computer Science,MARA Technology University,Yes,No,No,,,DBA Specialist,MYR,10500.00,"10,500.00",0,18,"Health Insurance, Life Insurance, Dental Insurance, Employee Assistance Program, Maternity Leave, Paternity Leave, Vacation/Personal Days, Remote Work, Gym/Wellness Reimbursement, Employee Discount, Learning and Development, Tuition Reimbursement, Company Laptop, Phone Bill Reimbursement, Relocation Bonus",sql,Kuala Lumpur,Consulting,"1,001-10,000 employees",11 - 50 people,,9,11,5,1600,
27/07/2021 05:11:50,2021,Male,38,Malaysian,Malaysia,Selangor,Shah Alam,Undergraduate Degree,Electrical & Electronic Engineering,University Tun Hussein Onn Malaysia,Yes,Yes,No,Basic .Net programming - Minister of Human Resource,,Senior Software Engineer,MYR,7700.00,"14,750.00",,20,"Health Insurance, Life Insurance, Dental Insurance, Maternity Leave, Paternity Leave, Vacation/Personal Days, Free Snacks, Remote Work, Gym/Wellness Reimbursement, Employee Discount, Learning and Development, Transport Allowance, Company Laptop, Phone Bill Reimbursement",".Net, C#, SQL Server, jQuery, JS","Kuala Lumpur, Malaysia",Diverse,">10,000employees",11 - 50 people,,7,11,5,1600,
28/07/2021 13:41:25,2021,Male,33,Malaysian,Malaysia,Sarawak,Bintulu,Postgraduate,Information Technology,University Teknologi PETRONAS,Yes,No,No,,,Director,MYR,10500.00,0.00,51%,15,"Maternity Leave, Paternity Leave, Vacation/Personal Days, Sick Time (Unlimited), Remote Work, Learning and Development","Game development, CG, CV","Bintulu, Sarawak",Games,1-10 employees,2 - 10 people,Moredoor Interactive Sdn. Bhd.,10,9,2,1650,
31/07/2021 18:10:22,2021,Male,44,Malaysian,Malaysia,Selangor,Shah Alam,"Pre-university (STPM, A-Levels, Matriculation, CPU, IB, etc.)",,,No,No,No,,,Senior IT Manager,MYR,10000.00,0.00,0,21,"Maternity Leave, Transport/Parking Allowance, Company Laptop, Company Car",java javascript react,"Selangor, Malaysia","Energy, Utilities",51-200 employees,2 - 10 people,,8,20 years,1,1700,
15/03/2022 06:10:09,2022,Female,32,Malaysian,United States,California,Los Angeles,Undergraduate Degree,,,Yes,No,No,,,Software Developer,USD,10000.00,"18,000.00",25000,60,"Health Insurance, Life Insurance, Dental Claim, Employee Assistance Program, Maternity Leave, Paternity Leave, Vacation/Personal Days, Sick Time (Unlimited), Free Breakfast, Free Lunch, Free Dinner, Free Snacks, Free Drinks, Remote Work, Gym/Wellness Reimbursement, Employee Discount, Learning and Development, Tuition Reimbursement, Transport/Parking Allowance, Student Loan Repayment Plan, Company Laptop, Company Phones, Immigration Assistance, Phone Bill Reimbursement, Relocation Bonus, Annual Flexi Allowance, Broadband/Home Internet Reimbursement, Optical/Eye-wear claims, Professional Membership Subsidy/Sponsor, Company Car",Github,"California, USA",Entertainment,"1,001-10,000 employees",11 - 50 people,,8,7,3,1700,
27/07/2021 17:48:21,2021,Male,20,Indian,Brunei,Selangor,Confidential,"Pre-university (STPM, A-Levels, Matriculation, CPU, IB, etc.)",,,Yes,Yes,No,,,Intern,MYR,1700.00,Confidential,,0,"Remote Work, Learning and Development","Java, Spring Boot","Selangor, Malaysia",Retail / ecommerce,51-200 employees,2 - 10 people,,7,2 months,1 IT Volunteer job & 1 Non-IT Volunteer Work,1700,
26/07/2021 23:11:54,2021,Male,42,Malaysian,Malaysia,Pulau Pinang,Butterworth,Undergraduate Degree,Computer Science,University Sains Malaysia,Yes,No,No,,SAFe scrum master,Software Engineer,MYR,11000.00,"14,600.00",,14,"Health Insurance, Life Insurance, Maternity Leave, Paternity Leave, Vacation/Personal Days, Remote Work, Gym/Wellness Reimbursement, Employee Discount, Learning and Development, Transport Allowance, Company Laptop, Company Phones, Phone Bill Reimbursement",".NET web development, Spotfire, SQL, Workbench","Batu Kawan, Penang","Industrials (Manufacturing, Construction, etc.)",">10,000employees",2 - 10 people,,8,15,5,1700,
28/07/2021 00:35:54,2021,Female,30,Malaysian,Malaysia,Pulau Pinang,Confidential,SPM,,,No,Yes,No,Web Development Bootcamp - NEXT Academy,,Software Developer,MYR,3300.00,Confidential,,8,"Maternity Leave, Paternity Leave, Free Drinks, Remote Work, Transport/Parking Allowance, Company Laptop","Company laptop, company monitor, keyboard, mouse, headphone","Penang, Malaysia",Financial Services,11-50 employees,2 - 10 people,,4,3,0,1800,MYR
29/07/2021 12:03:25,2021,Male,34,Malaysian,Taiwan,Taipei,Taipei,Undergraduate Degree,,,Yes,No,Yes,,"aws certified data analytics, aws certified solution architect associate",Senior Engineer,TWD,83000.00,"83,000.00",0,10,"Health Insurance, Life Insurance, Maternity Leave, Remote Work, Company Laptop","python, javascript","Taipei, Taiwan",Internet,11-50 employees,2 - 10 people,,7,9,2,1800,MYR
08/12/2021 11:58:19,2021,Male,23,Malaysian,Malaysia,Selangor,Petaling Jaya,Diploma,Information Technology,First City University College,Yes,No,No,,,Solution Consultant,MYR,3200.00,0.00,0,12,"Dental Claim, Remote Work, Company Laptop",Flutter,"Selangor, Malaysia",Business,51-200 employees,2 - 10 people,,8,3,1,1800,MYR
14/08/2021 23:37:04,2021,Male,28,Malaysian,Malaysia,Selangor,Shah Alam,Diploma,Electrical & Electronic Engineering,MARA Japan Industrial Institute,No,No,No,,,Backend Developer,MYR,5000.00,0.00,0,12,"Paternity Leave, Remote Work, Company Laptop",Php,"KL, Malaysia",Education,1-10 employees,2 - 10 people,,8,4,4,1800,MYR
24/12/2021 17:04:57,2021,Male,37,Malaysian,Malaysia,Selangor,Wangsa Maju,Undergraduate Degree,Information Technology,Queensland University of Technology,Yes,No,No,,,Assistant manager,MYR,13500.00,0.00,0,14,"Health Insurance, Life Insurance, Dental Claim","C#, Angular, postgress","KL, Malaysia",Retail / ecommerce,11-50 employees,11 - 50 people,,6,15,5,1800,
14/08/2021 10:58:09,2021,Male,33,Malaysian,Malaysia,Selangor,Puchong,Diploma,Computer Science,Methodist Pilley Institute,Yes,No,No,,,Senior Web Developer,MYR,12400.00,"12,400.00",0,14,"Health Insurance, Dental Claim, Company Laptop, Optical/Eye-wear claims","PHP, HTML, CSS, Javascript",Singapore,"Data Infrastructure, Telecom",11-50 employees,2 - 10 people,,10,10,8,1800,
14/08/2021 00:14:29,2021,Male,35,Malaysian,Malaysia,Kuala Lumpur,Kuala Lumpur City Centre,Undergraduate Degree,Information Technology,Malaysia Multimedia University,No,No,No,,,Senior Software Engineer,MYR,8000.00,0.00,0,21,"Health Insurance, Vacation/Personal Days, Sick Time (Unlimited), Remote Work",".NET, Kubernetes, Azure Cloud, Azure Devops, PHP Zend Framework 1,","Kuala Lumpur, Malaysia","Energy, Utilities",1-10 employees,2 - 10 people,,7,7,4,1800,
24/02/2022 20:43:00,2022,Male,39,Malaysian,Malaysia,Selangor,Puchong,Undergraduate Degree,Multimedia,,Yes,No,No,,,Software Developer,USD,7000.00,0.00,0,25,"Paternity Leave, Sick Time (Unlimited), Remote Work, Learning and Development",PHP,US,SaaS,1-10 employees,2 - 10 people,,10,17,8,1800,
21/09/2021 01:30:19,2021,Male,42,Malaysian,Malaysia,putrajaya,Putrajaya,Masters Degree,Data Science,University Kebangsaan Malaysia,Yes,No,No,,,Junior Software Consultant,MYR,6700.00,0.00,0,30,"Maternity Leave, Paternity Leave, Vacation/Personal Days, Remote Work, Learning and Development, Company Laptop, Company Phones, Phone Bill Reimbursement","ubuntu, laravel, excel, nodejs, nginx",cyberjaya,Government and Government Linked Companies (GLC),">10,000employees",2 - 10 people,,3,16,7,1800,
26/07/2021 22:31:18,2021,Male,27,Malaysian,Malaysia,Pulau Pinang,Georgetown,Undergraduate Degree,Digital Media & Web,Teesside University,Yes,No,No,,,Digital Designer,MYR,5400.00,0.00,,0,"Remote Work, Learning and Development","Java, PHP","Penang, Malaysia","Hospitality, Food, Leisure Travel",11-50 employees,2 - 10 people,Happy Holidays,9,3,2,1800,
27/07/2021 02:46:10,2021,Male,28,Malaysian,Malaysia,Selangor,Shah Alam,Diploma,,MARA Japan Industrial Institute,No,No,No,,,Backend Developer,MYR,5000.00,0.00,0,12,"Paternity Leave, Remote Work, Company Laptop",PHP,"Selangor, Malaysia",Education,1-10 employees,2 - 10 people,,8,4,4,1800,
26/07/2021 22:44:24,2021,Male,28,Malaysian,Malaysia,Sarawak,Sibu,Undergraduate Degree,,,Yes,No,No,,,Software Developer,MYR,4000.00,Confidential,,12,"Remote Work, Company Laptop",Java,Selangor Malaysia,Communication,11-50 employees,2 - 10 people,,5,4,4,1800,
26/07/2021 23:16:06,2021,Male,27,Malaysian,Malaysia,Selangor,Shah Alam,Undergraduate Degree,Information Technology,University Kuala Lumpur,Yes,No,No,,,Junior Software Developer,MYR,2800.00,0.00,0,14,"Paternity Leave, Vacation/Personal Days, Learning and Development, Transport Allowance, Company Laptop, Phone Bill Reimbursement",Laravel,"Malaysia, Selangor",Software House,11-50 employees,11 - 50 people,,8,2,1,1800,
26/07/2021 21:20:04,2021,Male,27,Malaysian,Malaysia,Selangor,Subang Jaya,Undergraduate Degree,Software Engineering,University Tenaga Nasional,Yes,No,No,,,Junior Software Developer,MYR,3500.00,0.00,0,14,"Health Insurance, Employee Assistance Program, Maternity Leave, Paternity Leave, Free Snacks, Free Drinks, Remote Work, Learning and Development","Laravel, kubernetes, gcloud (gke mainly), nodejs, etc","Selangor, Malaysia","Data Infrastructure, Telecom",51-200 employees,2 - 10 people,,6,1,0,1800,
27/07/2021 00:41:36,2021,Male,35,Malaysian,Malaysia,Selangor,Shah Alam,Undergraduate Degree,Computer Science,University Selangor,Yes,No,No,,,Senior Software Developer,MYR,4800.00,"4,800.00",0,14,"Health Insurance, Maternity Leave, Paternity Leave, Vacation/Personal Days, Transport Allowance, Company Laptop",laptop,"Selangor, Malaysia",Retail / ecommerce,201-1000 employees,2 - 10 people,,7,10,1,1800,
27/07/2021 15:03:40,2021,Male,35,Malaysian,Malaysia,Selangor,Sungai Buloh,Undergraduate Degree,Computer Science,University Teknikal Malaysia Melaka,Yes,No,No,,,Software Engineer,MYR,8500.00,0.00,,14,"Health Insurance, Paternity Leave, Vacation/Personal Days, Remote Work, Company Laptop",Java,PJ,Communication,51-200 employees,11 - 50 people,,7,10,4,1800,
26/07/2021 23:44:03,2021,Male,29,Malaysian,Malaysia,Johor,Johor Bahru,Undergraduate Degree,Cognitive Sciences,University Malaysia Sarawak,No,No,No,,,Assistant Manager,MYR,4945.00,"6,000.00",10000,16,"Health Insurance, Company Laptop, Company Phones, Phone Bill Reimbursement","Web application, server setup, hardware","Johor, Malaysia","Industrials (Manufacturing, Construction, etc.)",201-1000 employees,2 - 10 people,,7,6,1,1800,
26/07/2021 21:14:16,2021,Male,31,Malaysian,Malaysia,Selangor,Confidential,Undergraduate Degree,Computer Science,Tunku Abdul Rahman University College,Yes,No,No,,,"Team Lead, Software Engineer",MYR,10500.00,0.00,0,21,"Health Insurance, Maternity Leave, Paternity Leave, Company Laptop",Coldfusion,"Selangor, Malaysia",Financial Services,51-200 employees,11 - 50 people,,6,7,1,1800,
26/07/2021 23:22:27,2021,Male,40,Malaysian,Malaysia,Selangor,Subang Jaya,Masters Degree,Data Science,University Kebangsaan Malaysia,Yes,Yes,No,,,CTO,MYR,10000.00,0.00,0,24,Company Laptop,python,"Bangi, Selangor","Transport, Logistics",1-10 employees,2 - 10 people,,10,17,3,1800,
27/07/2021 07:11:48,2021,Male,35,Malaysian,Malaysia,Selangor,Ampang,Undergraduate Degree,Bioinformatic,University Kebangsaan Malaysia,Yes,No,No,,,Senior System Analyst,MYR,13000.00,"20,000.00",,24,"Health Insurance, Life Insurance, Paternity Leave, Sick Time (Unlimited), Remote Work, Employee Discount, Company Laptop","Java, Mssql, Azure, Mysql, Mongo Atlas, Xcode, React, React Native, Springboot, K8S","Kuala Lumpur, Malaysia",Financial Services,">10,000employees",2 - 10 people,FWD Technology and Innovation Malaysia,8,12,4,1800,
27/07/2021 00:40:39,2021,Male,25,Malaysian,Malaysia,Melaka,Bukit Beruang,Undergraduate Degree,Information Technology,University Teknikal Malaysia Melaka,Yes,No,No,,,Software Developer,MYR,2500.00,0.00,0,28,"Maternity Leave, Paternity Leave, Sick Time (Unlimited), Free Snacks, Remote Work",Vscode,"Bukit Beruang,Melaka,Malaysia","Transport, Logistics",11-50 employees,11 - 50 people,Wahdah Technologies,5,2,1,1800,
23/10/2021 12:38:08,2021,Female,28,Malaysian,Malaysia,Kuala Lumpur,Kuala Lumpur City Centre,Undergraduate Degree,Arts in Human Resource,Sekolah Menengah Taman Melawati,No,No,No,,,UI/UX Developer,MYR,4000.00,0.00,0,12,"Maternity Leave, Paternity Leave, Company Laptop","HTML, CSS, JS, PHP,","Kuala Lumpur, Malaysia",Financial Services,201-1000 employees,2 - 10 people,,6,0.8,3,1900,MYR
27/07/2021 21:35:03,2021,Male,30,Malaysian,Singapore,Singapore,Confidential,"Pre-university (STPM, A-Levels, Matriculation, CPU, IB, etc.)",,,No,No,No,,,Senior Software Engineer,SGD,9000.00,"21,600.00",,21,"Health Insurance, Life Insurance, Dental Claim, Employee Assistance Program, Maternity Leave, Paternity Leave, Vacation/Personal Days, Gym/Wellness Reimbursement, Employee Discount, Learning and Development, Tuition Reimbursement, Company Laptop, Company Phones, Immigration Assistance, Annual Flexi Allowance, Optical/Eye-wear claims","Ruby on Rails, VueJS, AWS, etc",Singapore,Beauty,">10,000employees",11 - 50 people,,10,6,7,1900,
01/08/2021 18:10:08,2021,Male,25,Malaysian,Malaysia,Pulau Pinang,Bayan Lepas,Undergraduate Degree,Computer Science,University Teknikal Malaysia Melaka,No,No,No,,,Software Developer,MYR,3500.00,0.00,0,12,"Dental Claim, Free Breakfast, Free Snacks, Remote Work, Company Laptop, Phone Bill Reimbursement, Broadband/Home Internet Reimbursement","javascript framework, SasS, loopback4,",penang,software house for education,1-10 employees,2 - 10 people,,9,1.5,1,1950,MYR
15/08/2021 19:06:50,2021,Male,25,Malaysian,Malaysia,Kuala Lumpur,Mont Kiara,Undergraduate Degree,Computer Networks,Taylor's University,Yes,No,No,,,Blockchain Developer,USD,5800.00,0.00,"100,000",0,Immigration Assistance,"Vuejs, hardhat, subgraph, solidity",Singapore,Financial Services,1-10 employees,2 - 10 people,,8,1,1,2000,AUD
09/08/2021 13:25:36,2021,Male,32,Malaysian,Malaysia,Selangor,Batu Caves,Undergraduate Degree,Information System Engineering,Tunku Abdul Rahman University College,Yes,No,No,,,Senior Software Engineer,MYR,5000.00,0.00,0,0,"Remote Work, Phone Bill Reimbursement","PHP Laravel, MySQL, Tech Support, Technical Task (Eg: hardware installation, configuration)","KL, Malaysia",Education,1-10 employees,Team of 1,,2,10,3,2000,MYR
31/07/2021 14:52:35,2021,Male,22,Bangladesh,Malaysia,Johor,Johor Bahru,Undergraduate Degree,Computer Science,University Teknologi Malaysia,Yes,No,No,,,Software Developer,MYR,3000.00,0.00,0,0,Health Insurance,Flutter,Johor,"Data Infrastructure, Telecom",1-10 employees,2 - 10 people,,6,1,1,2000,MYR
09/08/2021 20:42:02,2021,Male,24,Other,Malaysia,Selangor,Kuala Lumpur City Centre,Undergraduate Degree,Computer Science,,Yes,No,Yes,,GCP Professional,Machine Learning Engineer,MYR,8000.00,0.00,0,0,"Remote Work, Company Laptop","Python, bash","Kuala Lumpur, Malaysia",Financial Services,11-50 employees,2 - 10 people,,3,3,5,2000,MYR
01/08/2021 10:04:38,2021,Male,27,Malaysian,Malaysia,Selangor,Petaling Jaya,Undergraduate Degree,Computer Science,University Putra Malaysia,Yes,No,No,,,Software Developer,MYR,3800.00,0.00,0,8,Remote Work,"Web, Apps","KL, Malaysia",House & Home,11-50 employees,2 - 10 people,,6,3,1,2000,MYR
22/02/2022 23:26:03,2022,Male,27,Malaysian,Malaysia,Selangor,Petaling Jaya,Undergraduate Degree,Computer Science,Malaysia Multimedia University,Yes,No,No,,,Frontend Developer,MYR,3000.00,0.00,0,11,"Health Insurance, Remote Work, Company Laptop",React Native,"KL , Malaysia","Data Infrastructure, Telecom","1,001-10,000 employees",2 - 10 people,,3,3,3,2000,MYR
